Clusters,Total,Avg
32,79.41054916381836,0.07941054916381836
16,152.54370284080505,0.15254370284080504
8,299.6657004356384,0.29966570043563845
4,531.7836437225342,0.5317836437225342
2,1178.327708721161,1.178327708721161
1,2876.9703373908997,2.8769703373908997
